address,blockNumber,timeStamp,methodId,functionName,functionName_without_parms,isError
0x869eb8a1a479a80f9907673eae8336625dc3e526,6954464,1545802549,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6954471,1545802659,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6954486,1545802879,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6954516,1545803322,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6954591,1545804336,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6954596,1545804407,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6954597,1545804431,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6954602,1545804467,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6954603,1545804501,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6954607,1545804570,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6954612,1545804744,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6954621,1545804877,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6954658,1545805522,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6954924,1545809131,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955073,1545811094,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955077,1545811173,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955080,1545811197,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955084,1545811209,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955092,1545811304,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955096,1545811383,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955122,1545811658,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955136,1545811868,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955334,1545814776,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955336,1545814821,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,1
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955338,1545814861,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955343,1545814885,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955349,1545814947,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955354,1545815094,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955357,1545815141,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955366,1545815298,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955370,1545815370,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955414,1545816113,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955420,1545816187,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955490,1545817493,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955493,1545817530,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955504,1545817774,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955509,1545817830,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955510,1545817854,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955510,1545817854,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955513,1545817915,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955514,1545817932,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955563,1545818524,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955568,1545818575,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955572,1545818626,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955576,1545818673,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955592,1545818990,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955618,1545819329,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955655,1545819861,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955764,1545821468,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955768,1545821498,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955771,1545821538,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955780,1545821699,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955813,1545822263,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955817,1545822323,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955858,1545823058,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955864,1545823252,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955872,1545823307,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955877,1545823359,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955880,1545823452,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955881,1545823455,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955884,1545823512,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955884,1545823512,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955890,1545823592,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955901,1545823759,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955906,1545823827,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955938,1545824167,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955942,1545824210,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955948,1545824357,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955959,1545824574,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955963,1545824635,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955964,1545824654,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6955968,1545824674,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6956146,1545827121,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6956281,1545829374,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6956290,1545829478,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6956294,1545829557,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6956953,1545838262,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6956956,1545838313,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6956959,1545838337,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6956962,1545838358,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6957135,1545840913,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6957138,1545840934,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6957138,1545840934,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6957142,1545841042,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6959047,1545868794,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6959051,1545868891,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6959054,1545868910,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6959620,1545877307,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6959624,1545877390,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6959632,1545877508,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6959645,1545877776,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6959712,1545879034,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6959716,1545879066,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6960019,1545883897,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6960046,1545884248,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6960050,1545884322,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6960065,1545884550,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6960068,1545884572,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6960323,1545888455,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6960329,1545888505,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6960332,1545888556,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6960342,1545888715,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6960942,1545897487,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6961054,1545899105,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6961207,1545901364,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6961754,1545909424,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6961759,1545909505,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6961763,1545909611,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6961771,1545909694,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6961775,1545909730,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6961812,1545910206,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6962196,1545915640,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6963282,1545931580,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6963286,1545931627,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6963287,1545931659,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6963291,1545931752,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6963293,1545931768,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6963297,1545931819,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6965169,1545958676,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6965474,1545963390,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6966264,1545975097,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6966270,1545975232,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6966499,1545978379,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6971791,1546055771,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6973906,1546087056,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6973910,1546087122,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6974995,1546103155,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6975000,1546103201,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6975125,1546104977,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6975132,1546105035,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6975174,1546105718,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6975177,1546105798,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6978041,1546146522,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6978072,1546146861,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6978077,1546146910,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6979864,1546173468,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6979868,1546173505,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6979871,1546173543,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6997657,1546433312,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,6997664,1546433409,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7000876,1546480787,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7000880,1546480862,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7000886,1546480928,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7000889,1546480967,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7001360,1546488222,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7003236,1546517109,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7003243,1546517169,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7003243,1546517169,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7003555,1546521888,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7003591,1546522369,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7003595,1546522432,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7003936,1546527654,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7007321,1546580272,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7007327,1546580329,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7007360,1546580825,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7007600,1546584854,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7012003,1546653898,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7012765,1546665878,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7012769,1546665951,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7014089,1546685904,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7014093,1546685961,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7014310,1546689356,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7014722,1546695440,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7014726,1546695493,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7016156,1546717737,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7019557,1546769689,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7019561,1546769789,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7019951,1546775761,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
